Time (s),Channel 1 (V),Channel 2 (V)
-4.9,-0.4877293671969404,0.08504173446417096
-4.898750000000001,-0.4877293671969404,0.08504173446417096
-4.8975,-0.4877293671969404,0.08436600791713071
-4.89625,-0.4877293671969404,0.08436600791713071
-4.895,-0.4877293671969404,0.08402814464361058
-4.893750000000001,-0.4877293671969404,0.08369028137009062
-4.8925,-0.4877293671969404,0.08335241809657033
-4.89125,-0.4877293671969404,0.0830145548230502
-4.890000000000001,-0.4877293671969404,0.08267669154953008
-4.88875,-0.4877293671969404,0.08267669154952993
-4.8875,-0.4877293671969404,0.08233882827600995
-4.88625,-0.4877293671969404,0.08200096500248982
-4.885000000000001,-0.4877293671969404,0.08166310172896986
-4.88375,-0.4877293671969404,0.08132523845544942
-4.8825,-0.4877293671969404,0.08098737518192944
-4.881250000000001,-0.4877293671969404,0.08064951190840933
-4.880000000000001,-0.4840017825348746,0.08031164863488935
-4.87875,-0.4840017825348729,0.07997378536136907
-4.8775,-0.4840017825348729,0.07963592208784895
-4.876250000000001,-0.4840017825348729,0.07963592208784895
-4.875,-0.4840017825348729,0.07929805881432866
-4.87375,-0.4840017825348729,0.07896019554080869
-4.8725,-0.4840017825348729,0.07862233226728857
-4.871250000000001,-0.4840017825348729,0.07828446899376859
-4.87,-0.4840017825348729,0.07794660572024831
-4.86875,-0.4840017825348729,0.07760874244672819
-4.867500000000001,-0.4840017825348729,0.07727087917320806
-4.86625,-0.4840017825348729,0.07693301589968778
-4.865,-0.4840017825348729,0.07659515262616781
-4.86375,-0.4840017825348729,0.07659515262616781
-4.862500000000001,-0.4840017825348729,0.07625728935264783
-4.86125,-0.4840017825348729,0.07591942607912755
-4.86,-0.4802741978728054,0.07558156280560743
-4.858750000000001,-0.4802741978728054,0.0752436995320873
-4.8575,-0.4802741978728054,0.07490583625856702
-4.85625,-0.4802741978728054,0.07456797298504705
-4.855,-0.4802741978728054,0.07423010971152692
-4.853750000000001,-0.4802741978728054,0.07389224643800694
-4.8525,-0.4802741978728054,0.07355438316448668
-4.85125,-0.4802741978728054,0.07355438316448668
-4.850000000000001,-0.4802741978728054,0.07321651989096654
-4.848750000000001,-0.4802741978728054,0.07287865661744657
-4.8475,-0.4802741978728054,0.0725407933439263
-4.84625,-0.4802741978728054,0.07220293007040617
-4.845000000000001,-0.4802741978728054,0.07186506679688603
-4.84375,-0.4802741978728054,0.07152720352336576
-4.8425,-0.4802741978728054,0.07118934024984579
-4.84125,-0.4802741978728054,0.07085147697632566
-4.840000000000001,-0.4802741978728054,0.07051361370280569
-4.83875,-0.4802741978728054,0.07017575042928541
-4.8375,-0.4802741978728054,0.07017575042928541
-4.836250000000001,-0.4802741978728054,0.06983788715576528
-4.835,-0.4802741978728054,0.06950002388224501
-4.83375,-0.4802741978728054,0.06916216060872503
-4.8325,-0.4802741978728054,0.0688242973352049
-4.831250000000001,-0.4765466132107396,0.06848643406168493
-4.83,-0.4802741978728054,0.06814857078816465
-4.82875,-0.4765466132107379,0.06781070751464452
-4.827500000000001,-0.4765466132107379,0.0674728442411244
-4.82625,-0.4765466132107379,0.06747284424112425
-4.825,-0.4765466132107379,0.06713498096760427
-4.82375,-0.4765466132107379,0.06679711769408414
-4.822500000000001,-0.4765466132107379,0.06645925442056418
-4.82125,-0.4765466132107379,0.06612139114704374
-4.82,-0.4765466132107379,0.06578352787352376
-4.818750000000001,-0.4765466132107379,0.06544566460000364
-4.817500000000001,-0.4765466132107379,0.06544566460000364
-4.81625,-0.4765466132107379,0.0647699380529634
-4.815,-0.4765466132107379,0.06443207477944327
-4.813750000000001,-0.4765466132107379,0.06409421150592313
-4.8125,-0.4765466132107362,0.06409421150592298
-4.81125,-0.4728190285486704,0.06375634823240302
-4.81,-0.4728190285486704,0.06341848495888289
-4.808750000000001,-0.4765466132107362,0.06308062168536291
-4.8075,-0.4728190285486704,0.06274275841184264
-4.80625,-0.4728190285486704,0.06240489513832251
-4.805000000000001,-0.4728190285486704,0.06240489513832251
-4.80375,-0.4765466132107362,0.06206703186480222
-4.8025,-0.4728190285486704,0.06172916859128226
-4.80125,-0.4728190285486704,0.06139130531776213
-4.800000000000001,-0.4728190285486704,0.06105344204424215
-4.79875,-0.4728190285486704,0.06071557877072188
-4.7975,-0.4728190285486704,0.06037771549720175
-4.796250000000001,-0.4728190285486704,0.06003985222368162
-4.795,-0.4728190285486704,0.0597019889501615
-4.79375,-0.4728190285486704,0.0597019889501615
-4.7925,-0.4728190285486704,0.05902626240312124
-4.791250000000001,-0.4728190285486704,0.05902626240312124
-4.79,-0.4728190285486704,0.05868839912960097
-4.78875,-0.4728190285486704,0.05835053585608099
-4.787500000000001,-0.4728190285486704,0.05801267258256086
-4.786250000000001,-0.4690914438866046,0.05801267258256086
-4.785,-0.4690914438866029,0.05767480930904074
-4.78375,-0.4690914438866029,0.05733694603552061
-4.782500000000001,-0.4690914438866029,0.05699908276200048
-4.78125,-0.4690914438866029,0.05666121948848021
-4.78,-0.4690914438866029,0.05632335621496024
-4.77875,-0.4690914438866029,0.0559854929414401
-4.777500000000001,-0.4690914438866029,0.05564762966792014
-4.77625,-0.4690914438866029,0.05530976639439986
-4.775,-0.4690914438866029,0.05497190312087973
-4.773750000000001,-0.4690914438866029,0.05463403984735961
-4.7725,-0.4690914438866029,0.05463403984735946
-4.77125,-0.4690914438866029,0.05429617657383948
-4.77,-0.4653638592245354,0.05395831330031935
-4.768750000000001,-0.4653638592245354,0.05362045002679938
-4.7675,-0.4653638592245354,0.0532825867532791
